5339404,original,ID,5339404,CPC_class,G06F
5339404,reference,ID,3921149,CPC_class,G06F
5339404,reference,ID,4363096,CPC_class,G06F
5339404,reference,ID,4644498,CPC_class,G06F
5339404,reference,ID,4667284,CPC_class,G05B,CPC_class,G06F
5339404,reference,ID,4868826,CPC_class,G05B,CPC_class,G06F
5339404,reference,ID,4882731,CPC_class,G06F,CPC_class,H03M
5339404,reference,ID,4907232,CPC_class,G06F
5339404,reference,ID,4916695,CPC_class,G06F
5339404,reference,ID,4965717,CPC_class,G11C,CPC_class,G06F
5339404,reference,ID,5038276,CPC_class,G06F
5339404,reference,ID,5117442,CPC_class,G06F
5339404,reference,ID,5193175,CPC_class,G11C,CPC_class,G06F
5339404,reference,ID,5226152,CPC_class,G06F
5339404,referenced_by,ID,10210084,CPC_class,G06F
5339404,referenced_by,ID,10180887,CPC_class,G06F
5339404,referenced_by,ID,10149399,CPC_class,G11C,CPC_class,H05K
5339404,referenced_by,ID,10133686,CPC_class,G06F
5339404,referenced_by,ID,10120694,CPC_class,G06F
5339404,referenced_by,ID,10120586,CPC_class,G06F
5339404,referenced_by,ID,10082966,CPC_class,G11C,CPC_class,G06F
5339404,referenced_by,ID,10078604,CPC_class,G06F
5339404,referenced_by,ID,10055150,CPC_class,G06F
5339404,referenced_by,ID,10042799,CPC_class,G06F
5339404,referenced_by,ID,10042792,CPC_class,G06F
5339404,referenced_by,ID,10025736,CPC_class,G06F
5339404,referenced_by,ID,10013373,CPC_class,G06F
5339404,referenced_by,ID,9996419,CPC_class,G06F,CPC_class,H03M
5339404,referenced_by,ID,9977077,CPC_class,G11C,CPC_class,G01R
5339404,referenced_by,ID,9952991,CPC_class,H04L,CPC_class,G06F
5339404,referenced_by,ID,9934160,CPC_class,G11C,CPC_class,G06F
5339404,referenced_by,ID,9934045,CPC_class,G11C,CPC_class,G06F
5339404,referenced_by,ID,9916213,CPC_class,G06F
5339404,referenced_by,ID,9875205,CPC_class,G06F
5339404,referenced_by,ID,9842024,CPC_class,G06F
5339404,referenced_by,ID,9798688,CPC_class,G06F
5339404,referenced_by,ID,8976195,CPC_class,G06T
5339404,referenced_by,ID,8856590,CPC_class,G06F
5339404,referenced_by,ID,8564616,CPC_class,G09G
5339404,referenced_by,ID,8542247,CPC_class,G09G,CPC_class,G06T
5339404,referenced_by,ID,8384736,CPC_class,G06T
5339404,referenced_by,ID,8214625,CPC_class,G06F
5339404,referenced_by,ID,8205201,CPC_class,G06F
5339404,referenced_by,ID,8200947,CPC_class,G06F
5339404,referenced_by,ID,7917675,CPC_class,H04L,CPC_class,G05B
5339404,referenced_by,ID,7908520,CPC_class,G06F
5339404,referenced_by,ID,7890799,CPC_class,G06F
5339404,referenced_by,ID,7613948,CPC_class,G06F
5339404,referenced_by,ID,7467326,CPC_class,G06F
5339404,referenced_by,ID,7434098,CPC_class,G06F
5339404,referenced_by,ID,7392426,CPC_class,G06F
5339404,referenced_by,ID,7289889,CPC_class,B60W,CPC_class,B62D,CPC_class,B60T
5339404,referenced_by,ID,7260740,CPC_class,G06F
5339404,referenced_by,ID,7236005,CPC_class,H03K
5339404,referenced_by,ID,7155704,CPC_class,G06F
5339404,referenced_by,ID,7047440,CPC_class,G05B,CPC_class,G06F
5339404,referenced_by,ID,6732300,CPC_class,G06F
5339404,referenced_by,ID,6574744,CPC_class,H04L,CPC_class,G06F
5339404,referenced_by,ID,6550018,CPC_class,G05B,CPC_class,G06F
5339404,referenced_by,ID,6542929,CPC_class,G06F
5339404,referenced_by,ID,6526432,CPC_class,G06F
5339404,referenced_by,ID,6490693,CPC_class,G06F
5339404,referenced_by,ID,6487678,CPC_class,G06F
5339404,referenced_by,ID,6327668,CPC_class,G06F
5339404,referenced_by,ID,6216236,CPC_class,G11C,CPC_class,G06F
5339404,referenced_by,ID,6205565,CPC_class,G06F
5339404,referenced_by,ID,6185646,CPC_class,G06F
5339404,referenced_by,ID,6038685,CPC_class,G06F
5339404,referenced_by,ID,5956474,CPC_class,G06F
5339404,referenced_by,ID,5903717,CPC_class,G05B,CPC_class,G06F
5339404,referenced_by,ID,5901281,CPC_class,G11C,CPC_class,G06F
5339404,referenced_by,ID,5896523,CPC_class,G06F
5339404,referenced_by,ID,5812757,CPC_class,G06F
5339404,referenced_by,ID,5790397,CPC_class,G06F
5339404,referenced_by,ID,5751726,CPC_class,G06F
5339404,referenced_by,ID,5719559,CPC_class,G05B
5339404,referenced_by,ID,5680408,CPC_class,G06F
5339404,referenced_by,ID,5666483,CPC_class,G06F
5339404,referenced_by,ID,5615403,CPC_class,G06F
5339404,referenced_by,ID,5600784,CPC_class,G06F
5339404,referenced_by,ID,5577199,CPC_class,H03K,CPC_class,G06F
5339404,referenced_by,ID,5572662,CPC_class,G06F
5339404,referenced_by,ID,5572620,CPC_class,G06F
5339404,referenced_by,ID,5537655,CPC_class,G06F
